# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "--countReadPairs" "-t" "exon" "-O" "-g" "Parent" "-a" "/scratch/ys33815/endo6_38/b73bam/Zm-B73-REFERENCE-NAM-5.0_Zm00001eb.1.gff3" "-o" "../endo6_38_counts_dec.txt" "SRR1169626Aligned.sortedByCoord.out.bam" "SRR1169633Aligned.sortedByCoord.out.bam" "SRR1169641Aligned.sortedByCoord.out.bam" "SRR1169627Aligned.sortedByCoord.out.bam" "SRR1169634Aligned.sortedByCoord.out.bam" "SRR1169642Aligned.sortedByCoord.out.bam" "SRR1169628Aligned.sortedByCoord.out.bam" "SRR1169635Aligned.sortedByCoord.out.bam" "SRR1169643Aligned.sortedByCoord.out.bam" "SRR1169629Aligned.sortedByCoord.out.bam" "SRR1169636Aligned.sortedByCoord.out.bam" "SRR1169644Aligned.sortedByCoord.out.bam" "SRR1169630Aligned.sortedByCoord.out.bam" "SRR1169637Aligned.sortedByCoord.out.bam" "SRR1169645Aligned.sortedByCoord.out.bam" "SRR1169631Aligned.sortedByCoord.out.bam" "SRR1169639Aligned.sortedByCoord.out.bam" "SRR1169646Aligned.sortedByCoord.out.bam" "SRR1169632Aligned.sortedByCoord.out.bam" "SRR1169640Aligned.sortedByCoord.out.bam" "SRR1169647Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR1169626Aligned.sortedByCoord.out.bam	SRR1169633Aligned.sortedByCoord.out.bam	SRR1169641Aligned.sortedByCoord.out.bam	SRR1169627Aligned.sortedByCoord.out.bam	SRR1169634Aligned.sortedByCoord.out.bam	SRR1169642Aligned.sortedByCoord.out.bam	SRR1169628Aligned.sortedByCoord.out.bam	SRR1169635Aligned.sortedByCoord.out.bam	SRR1169643Aligned.sortedByCoord.out.bam	SRR1169629Aligned.sortedByCoord.out.bam	SRR1169636Aligned.sortedByCoord.out.bam	SRR1169644Aligned.sortedByCoord.out.bam	SRR1169630Aligned.sortedByCoord.out.bam	SRR1169637Aligned.sortedByCoord.out.bam	SRR1169645Aligned.sortedByCoord.out.bam	SRR1169631Aligned.sortedByCoord.out.bam	SRR1169639Aligned.sortedByCoord.out.bam	SRR1169646Aligned.sortedByCoord.out.bam	SRR1169632Aligned.sortedByCoord.out.bam	SRR1169640Aligned.sortedByCoord.out.bam	SRR1169647Aligned.sortedByCoord.out.bam
Zm00001eb000520_T005	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2148031;2149003;2149986;2153546;2155923;2156357;2157068;2157284;2157543;2159268;2159549;2159907;2160926;2161532	2148870;2149321;2152529;2155830;2156264;2156506;2157175;2157337;2157588;2159339;2159654;2159966;2161267;2161624	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7361	808	1261	267	496	1348	282	1344	430	652	938	983	724	405	618	609	1309	856	525	618	560	492
Zm00001eb000520_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2148138;2149003;2149986;2153546;2155923;2156357;2157068;2157284;2159268;2159549;2159907;2160926;2161532	2148870;2149321;2152529;2155830;2156264;2156506;2157175;2157337;2159339;2159654;2159966;2161267;2161772	-;-;-;-;-;-;-;-;-;-;-;-;-	7356	808	1261	267	496	1345	282	1350	430	651	936	983	724	403	621	609	1310	857	525	617	561	494
Zm00001eb000520_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2147897;2149003;2149986;2153546;2155923;2156357;2157068;2157284;2157543;2159268;2159549;2159907;2160926;2161532	2148870;2149321;2152529;2155817;2156264;2156506;2157175;2157337;2157588;2159339;2159654;2159966;2161267;2161903	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7761	809	1264	267	496	1348	282	1351	430	653	938	984	724	405	622	609	1312	857	525	618	561	494
Zm00001eb000520_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2148138;2149003;2149986;2153546;2155923;2156357;2157030;2157284;2159268;2159549;2159907;2160926;2161532	2148870;2149321;2152529;2155830;2156264;2156506;2157175;2157337;2159339;2159654;2159966;2161267;2161772	-;-;-;-;-;-;-;-;-;-;-;-;-	7394	809	1261	267	496	1345	282	1353	430	651	937	983	724	403	621	609	1313	857	525	617	561	494
Zm00001eb000520_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2147897;2149003;2149986;2153546;2155923;2156357;2157068;2157284;2157543;2159268;2159549;2159830;2160926;2161532	2148870;2149321;2152529;2155817;2156264;2156506;2157175;2157337;2157588;2159339;2159654;2159966;2161267;2161903	-;-;-;-;-;-;-;-;-;-;-;-;-;-	7838	809	1264	267	496	1348	282	1351	430	653	938	984	724	405	622	609	1314	857	525	619	561	494
Zm00001eb000530_T001	chr1	2168336	2168653	-	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb000540_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2224733;2226267;2226451;2227119;2227668;2229775;2230067;2230236;2230601;2231658;2231985	2225121;2226354;2226709;2227594;2227727;2229972;2230119;2230373;2230751;2231880;2232174	-;-;-;-;-;-;-;-;-;-;-	2225	21	2	0	8	1	8	5	0	1	1	0	14	1	0	18	2	2	23	0	0	110
Zm00001eb000540_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2225309;2226451;2227119;2227668;2229775;2230067;2230236;2230601;2231658;2232023	2226354;2226631;2227594;2227727;2229972;2230119;2230373;2230751;2231880;2232174	-;-;-;-;-;-;-;-;-;-	2678	23	0	0	11	1	4	5	0	1	1	0	19	1	0	21	2	0	27	0	0	100
Zm00001eb000540_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2224843;2226267;2226451;2227119;2227668;2229775;2230067;2230236;2230601;2231658;2232023	2225121;2226354;2226631;2227594;2227727;2229972;2230119;2230373;2230751;2231880;2232109	-;-;-;-;-;-;-;-;-;-;-	1934	21	2	0	8	1	8	5	0	1	1	0	14	1	0	18	2	0	23	0	0	110
Zm00001eb000540_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2224430;2226267;2226451;2227119;2227668;2229775;2230067;2230236;2230601;2231658;2231985	2225121;2226354;2226631;2227594;2227727;2229972;2230119;2230373;2230751;2231880;2232174	-;-;-;-;-;-;-;-;-;-;-	2450	21	2	0	8	1	8	5	0	1	1	0	14	1	0	18	2	2	23	0	0	110
Zm00001eb000550_T006	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275603;2276255;2276670;2276909;2277305;2277461;2277643;2277932;2278270;2278525;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278438;2278592;2280174	-;-;-;-;-;-;-;-;-;-;-	1814	311	757	126	274	871	150	1002	247	259	456	486	306	244	310	213	761	334	115	289	197	112
Zm00001eb000550_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275595;2276255;2276670;2276909;2277305;2277461;2277643;2277932;2278270;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278438;2280181	-;-;-;-;-;-;-;-;-;-	1761	311	751	126	274	869	150	993	247	259	456	486	306	243	307	213	761	334	112	289	197	112
Zm00001eb000550_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275595;2276255;2276670;2276912;2277305;2277461;2277643;2277932;2278242;2278525;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278438;2278592;2280177	-;-;-;-;-;-;-;-;-;-;-	1850	311	757	126	274	871	150	1002	247	259	456	486	306	244	310	213	761	334	115	289	197	112
Zm00001eb000550_T005	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275603;2276255;2276670;2276909;2277305;2277461;2277643;2277932;2278270;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278592;2280174	-;-;-;-;-;-;-;-;-;-	1900	311	757	126	274	871	150	1002	247	259	456	486	306	244	310	213	761	334	115	289	197	112
Zm00001eb000550_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275595;2276255;2276670;2276912;2277305;2277461;2277643;2277932;2278270;2278525;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278438;2278592;2280177	-;-;-;-;-;-;-;-;-;-;-	1822	311	757	126	274	871	150	1002	247	259	456	486	306	244	310	213	761	334	115	289	197	112
Zm00001eb000550_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2275575;2276255;2276670;2276909;2277305;2277461;2277643;2277932;2278242;2278525;2280001	2276053;2276340;2276827;2277012;2277380;2277571;2277834;2278156;2278438;2278592;2280178	-;-;-;-;-;-;-;-;-;-;-	1874	311	757	126	274	871	150	1002	247	259	456	486	306	244	310	213	761	334	115	289	197	112
Zm00001eb000560_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2281696;2281845;2281993;2283225;2284331;2284675;2285900;2286111	2281710;2281901;2282042;2283370;2284580;2284880;2285998;2286130	-;-;-;-;-;-;-;-	843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb000570_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2288852;2289186;2289723;2290924;2291152;2291342;2291572;2291807;2292149;2292264;2292433;2292673;2293184;2293405	2289096;2289308;2290781;2290986;2291256;2291459;2291718;2292045;2292178;2292345;2292593;2292846;2293307;2293806	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3072	90	4	0	36	4	2	9	0	0	2	7	0	2	7	2	1	4	0	1	2	3
Zm00001eb000570_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2288852;2289183;2289723;2290855;2291152;2291342;2291572;2291807;2292149;2292264;2292433;2292673;2293184;2293405	2289096;2289308;2290781;2290986;2291256;2291459;2291718;2292045;2292178;2292345;2292593;2292846;2293307;2293711	+;+;+;+;+;+;+;+;+;+;+;+;+;+	3049	90	4	0	36	4	2	9	0	0	2	7	0	2	7	2	1	4	0	1	2	3
Zm00001eb000580_T001	chr1;chr1	2376907;2377539	2377431;2378815	-;-	1802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb000590_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2514265;2514606;2515497;2515813;2516158;2516297;2517233;2520520;2521250;2521659	2514530;2515031;2515694;2515935;2516195;2516471;2520421;2520629;2521508;2522242	+;+;+;+;+;+;+;+;+;+	5368	654	517	139	537	693	187	879	138	372	369	426	450	153	259	462	421	486	464	146	233	499
Zm00001eb000600_T001	chr1;chr1;chr1;chr1;chr1;chr1	2553424;2553793;2554151;2554545;2555244;2555554	2553703;2554061;2554445;2555162;2555344;2556496	-;-;-;-;-;-	2506	2	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
Zm00001eb000600_T002	chr1;chr1;chr1;chr1;chr1;chr1	2553424;2553793;2554151;2554545;2555244;2555554	2553703;2554078;2554445;2555162;2555344;2556496	-;-;-;-;-;-	2523	2	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0
Zm00001eb000620_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620755;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620632;2620895;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1703	289	235	60	207	218	106	444	59	195	210	145	270	103	131	234	240	171	169	62	88	319
Zm00001eb000620_T008	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620447;2620749;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626248;2626534;2626685	2620632;2620895;2621153;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626804	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1628	289	236	60	207	220	106	447	59	195	210	137	270	103	131	235	240	174	171	62	88	315
Zm00001eb000620_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620632;2620887;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1700	289	235	60	207	218	106	444	59	195	210	145	270	103	131	234	240	171	169	62	88	319
Zm00001eb000620_T006	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626248;2626534;2626685	2620632;2620895;2621153;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1925	289	236	60	207	220	106	447	59	195	210	145	270	103	134	235	240	175	174	62	88	319
Zm00001eb000620_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620632;2620895;2621073;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1704	289	235	60	207	218	106	444	59	195	210	145	270	103	131	234	240	171	169	62	88	319
Zm00001eb000620_T010	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620304;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626389;2626534	2620632;2620895;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2626175;2626433;2626656	-;-;-;-;-;-;-;-;-;-;-;-;-	1981	287	235	60	207	217	104	440	58	192	209	141	258	100	131	234	230	169	167	60	87	323
Zm00001eb000620_T005	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620895;2621073;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1821	289	235	60	207	218	106	445	59	195	210	145	271	103	131	234	240	171	169	62	90	319
Zm00001eb000620_T009	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534	2620632;2620895;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626656	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1510	287	235	60	206	216	103	438	58	192	208	141	258	100	130	233	230	169	166	60	87	318
Zm00001eb000620_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620295;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620895;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626950	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1825	289	235	60	207	218	106	445	59	195	210	145	271	103	131	234	240	171	169	62	90	319
Zm00001eb000620_T007	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2620304;2620750;2620970;2621324;2623187;2623394;2623684;2624174;2624591;2625360;2625510;2626067;2626389;2626534;2626685	2620632;2620895;2621077;2621383;2623282;2623450;2623743;2624306;2624671;2625436;2625586;2626175;2626433;2626588;2626914	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1663	289	235	60	207	218	106	444	59	195	210	145	270	103	131	234	240	171	169	62	88	319
Zm00001eb000630_T001	chr1;chr1;chr1;chr1;chr1	2641853;2642634;2643550;2643752;2644657	2642552;2642699;2643650;2644263;2644732	-;-;-;-;-	1455	21	101	6	25	82	3	192	17	18	107	42	5	38	53	2	117	44	0	41	33	5
Zm00001eb000630_T003	chr1;chr1;chr1;chr1;chr1	2642126;2642634;2643550;2643752;2644469	2642552;2642704;2643650;2644263;2644731	-;-;-;-;-	1374	17	93	6	22	75	2	176	15	18	98	38	5	34	53	2	107	38	0	39	30	5
Zm00001eb000630_T002	chr1;chr1;chr1;chr1;chr1	2642118;2642634;2643550;2643752;2644469	2642552;2642699;2643650;2644263;2644731	-;-;-;-;-	1377	17	95	6	22	75	2	177	15	18	98	38	5	35	53	2	107	38	0	40	30	5
Zm00001eb000640_T001	chr1;chr1;chr1	2737442;2738547;2738975	2738159;2738791;2740118	+;+;+	2107	22	52	9	13	49	42	27	9	18	22	57	48	5	27	41	22	42	18	10	28	24
Zm00001eb000650_T005	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2765093;2766310;2766493;2766659;2766849;2767014;2767124;2769494;2769706;2770491;2770851	2765592;2766388;2766582;2766703;2766887;2767046;2767198;2769604;2770406;2770672;2771604	+;+;+;+;+;+;+;+;+;+;+	2609	117	169	56	84	219	92	246	46	149	184	92	129	65	133	102	305	151	66	101	81	60
Zm00001eb000650_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2765091;2766310;2766493;2766659;2766849;2767014;2767124;2769494;2769706;2770344;2770491;2770851	2765592;2766388;2766582;2766703;2766887;2767046;2767198;2769604;2769839;2770406;2770672;2771704	+;+;+;+;+;+;+;+;+;+;+;+	2207	115	162	56	80	217	92	236	44	147	175	92	129	63	133	97	301	145	66	101	80	60
Zm00001eb000650_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2765091;2766310;2766493;2766659;2766849;2767014;2767124;2769494;2769706	2765592;2766388;2766582;2766703;2766887;2767046;2767198;2769604;2770454	+;+;+;+;+;+;+;+;+	1723	72	114	26	43	125	44	146	24	81	101	51	63	45	76	57	155	62	33	59	49	38
Zm00001eb000650_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2765091;2766310;2766493;2766659;2766849;2767014;2767128;2768730;2769494;2769706;2769952;2770344;2770491;2770851	2765576;2766388;2766582;2766703;2766887;2767046;2767198;2768849;2769604;2769839;2769991;2770406;2770672;2771704	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2347	116	169	56	82	223	92	246	46	151	185	97	130	65	134	101	309	151	66	104	83	60
Zm00001eb000650_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2765072;2766310;2766493;2766659;2766849;2767014;2767124;2769494;2769706;2769952;2770344;2770491;2770851	2765592;2766388;2766582;2766703;2766887;2767046;2767198;2769604;2769839;2769991;2770406;2770672;2771704	+;+;+;+;+;+;+;+;+;+;+;+;+	2266	116	169	56	82	218	92	244	46	149	180	92	129	65	133	100	304	149	66	101	81	60
Zm00001eb000660_T001	chr1;chr1;chr1	2772158;2773037;2773543	2772951;2773284;2773573	-;-;-	1073	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb000660_T002	chr1;chr1	2772158;2773037	2772951;2773422	-;-	1180	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zm00001eb000670_T001	chr1;chr1;chr1;chr1;chr1;chr1	2800774;2801149;2801319;2802139;2802366;2802662	2801046;2801225;2801466;2802260;2802560;2803236	+;+;+;+;+;+	1390	355	227	33	230	217	73	348	42	73	123	129	116	64	108	121	210	111	132	85	45	351
Zm00001eb000670_T002	chr1;chr1;chr1;chr1;chr1;chr1	2800774;2801149;2801319;2802139;2802366;2802662	2801046;2801225;2801421;2802260;2802560;2803023	+;+;+;+;+;+	1132	348	227	30	228	216	72	345	42	73	123	128	116	63	107	121	209	108	132	83	45	351
Zm00001eb000670_T003	chr1;chr1;chr1;chr1;chr1	2800903;2801149;2802139;2802366;2802662	2801046;2801225;2802260;2802560;2802986	+;+;+;+;+	863	331	222	30	212	205	71	320	38	67	115	125	113	57	101	120	193	100	125	79	44	341
Zm00001eb000680_T002	chr1;chr1;chr1;chr1	2803474;2803928;2804085;2804667	2803835;2804001;2804279;2804763	-;-;-;-	728	40	5	0	22	12	3	13	1	6	1	10	3	1	20	12	17	8	14	2	3	19
Zm00001eb000680_T003	chr1;chr1;chr1;chr1	2803669;2803928;2804085;2804446	2803835;2804001;2804279;2804743	-;-;-;-	734	40	3	0	20	12	3	13	1	6	1	8	2	0	21	12	17	8	14	3	2	12
Zm00001eb000680_T001	chr1;chr1;chr1;chr1	2803515;2803924;2804085;2804667	2803835;2804001;2804279;2804769	-;-;-;-	697	40	5	0	22	12	3	13	1	6	1	10	2	1	20	12	17	8	14	2	3	19
Zm00001eb000690_T002	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2810471;2811196;2811593;2812084;2812266;2812451;2812865;2813075;2813252;2813500;2813809;2814004;2814767;2815104;2815589;2816175;2816629;2816985;2817217	2810776;2811512;2811752;2812166;2812356;2812546;2812978;2813158;2813407;2813574;2813915;2814187;2814955;2815184;2815723;2816500;2816734;2817134;2817613	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3157	966	141	29	663	121	27	334	22	45	143	69	108	41	94	97	174	91	78	46	48	95
Zm00001eb000690_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2810082;2811196;2811593;2812084;2812266;2812451;2812865;2813075;2813252;2813500;2813809;2814004;2814767;2815104;2815589;2816175;2816629;2816985;2817217	2810776;2811512;2811752;2812166;2812356;2812546;2812978;2813158;2813407;2813574;2813915;2814187;2814955;2815184;2815723;2816500;2816804;2817134;2817677	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3680	981	141	29	670	121	27	335	22	45	143	69	113	41	95	97	175	91	78	46	48	95
Zm00001eb000690_T003	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2810471;2811196;2811593;2812084;2812266;2812451;2812865;2813075;2813252;2813500;2813809;2814004;2814767;2815104;2815589;2816175;2816629;2816985	2810930;2811512;2811752;2812166;2812356;2812546;2812978;2813158;2813407;2813574;2813915;2814187;2814955;2815184;2815723;2816500;2816734;2817613	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3393	967	141	29	663	121	27	334	22	45	143	69	108	41	94	97	174	91	78	46	48	95
Zm00001eb000690_T004	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2810471;2811196;2811593;2812084;2812266;2812451;2812865;2813075;2813252;2813500;2813809;2814004;2814767;2815104;2815589	2810776;2811512;2811752;2812166;2812356;2812546;2812978;2813158;2813407;2813574;2813915;2814187;2814955;2815184;2815772	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2227	666	113	18	443	89	18	202	11	27	109	48	62	28	65	53	118	68	61	28	35	65
Zm00001eb000700_T001	chr1;chr1;chr1;chr1;chr1;chr1	2817998;2818622;2819370;2819509;2820233;2820762	2818543;2818660;2819426;2819657;2820300;2820996	-;-;-;-;-;-	1094	2798	1403	227	2636	1301	215	4701	267	615	1752	1091	514	972	803	346	1428	954	368	529	718	446
Zm00001eb000710_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2860721;2862285;2866894;2867045;2867265;2868227;2868662;2868875	2861056;2862460;2866958;2867146;2867420;2868325;2868791;2869355	+;+;+;+;+;+;+;+	1545	135	276	25	102	243	51	308	79	98	190	163	67	79	104	65	137	120	50	82	66	85
Zm00001eb000720_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2869576;2870207;2870702;2871597;2872534;2872824;2873155;2873564	2870112;2870345;2870837;2871694;2872648;2872997;2873240;2874482	-;-;-;-;-;-;-;-	2204	31	9	2	20	21	7	56	5	10	8	8	19	9	8	12	6	16	3	1	6	22
Zm00001eb000740_T004	chr1;chr1;chr1	2880221;2881422;2883231	2880343;2882264;2883682	+;+;+	1418	63	120	19	22	125	65	70	15	80	38	104	78	28	64	38	62	77	41	32	47	43
Zm00001eb000740_T001	chr1;chr1;chr1;chr1;chr1;chr1	2874505;2878546;2878841;2881149;2881422;2883231	2874748;2878725;2878929;2881230;2882264;2883698	+;+;+;+;+;+	1906	91	149	22	40	170	72	99	18	94	62	119	111	38	89	52	89	103	48	47	68	46
Zm00001eb000740_T005	chr1;chr1;chr1	2880298;2881422;2883231	2880498;2882264;2883647	+;+;+	1461	64	120	19	22	124	65	70	15	80	38	104	77	28	66	38	62	77	41	32	48	43
Zm00001eb000740_T002	chr1;chr1;chr1;chr1	2874505;2878546;2881422;2883231	2874748;2878929;2882264;2883698	+;+;+;+	1939	91	149	22	39	169	72	99	18	94	62	119	110	38	89	52	87	103	48	47	68	44
Zm00001eb000740_T003	chr1;chr1;chr1;chr1	2880221;2881149;2881422;2883231	2880343;2881230;2882264;2883698	+;+;+;+	1516	63	120	19	22	126	65	70	15	80	38	104	79	28	64	40	62	77	41	32	47	43
Zm00001eb000750_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2875398;2876275;2876745;2877716;2878527;2878743;2878986;2879173	2875931;2876374;2876880;2877813;2878641;2878916;2879071;2880118	-;-;-;-;-;-;-;-	2189	40	49	14	22	81	15	63	8	31	35	36	57	22	36	30	42	32	11	25	28	3
Zm00001eb000760_T001	chr1;chr1;chr1	2885880;2886170;2886612	2885982;2886524;2888772	+;+;+	2619	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	2	0
Zm00001eb000770_T001	chr1	2925178	2926144	+	967	373	174	158	81	209	263	261	100	230	119	306	245	54	229	201	291	380	273	77	273	290
Zm00001eb000780_T001	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2950594;2951486;2951747;2952137;2952365;2952610;2958158;2958341;2958551;2958715;2958905;2959109;2959385;2960274;2960483;2960912;2961740;2961965;2962469;2962623;2962886	2951048;2951569;2951821;2952227;2952510;2952681;2958230;2958406;2958597;2958786;2959033;2959174;2959426;2960390;2960565;2960978;2961811;2962015;2962528;2962775;2963259	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2395	1435	448	70	1074	618	112	1225	123	255	459	458	257	212	345	251	577	363	318	192	216	407
